poi_id,osm_id,name,category,latitude,longitude,itinerary_category,is_itinerary_candidate
HYD005448,4511555790,water plant,drinking_water,17.5629759,78.4551451,Unclassified,False
HYD005449,1193899692,Traffic Training Institute,driver_training,17.377193266666666,78.47032278333334,Unclassified,False
HYD005450,6261505687,4 Wheel Motor Driving School,driving_school,17.4862513,78.3866469,Unclassified,False
HYD005451,6847914870,SIVA SAI MOTOR DRIVING SCHOOL,driving_school,17.4423677,78.4396841,Unclassified,False
HYD005452,6574777323,Sai Laxmi Motor Driving School,driving_school,17.4214947,78.5668499,Unclassified,False
HYD005453,7171364127,Shanti motor Driving School,driving_school,17.456911,78.4232179,Unclassified,False
HYD005454,8387042813,Singh Motor Driving School,driving_school,17.453963,78.4996784,Unclassified,False
HYD005455,11962656189,Zen Driving School,driving_school,17.3619781,78.5058471,Unclassified,False
HYD005456,13673530693,kpr,driving_school,17.5050214,78.4292159,Unclassified,False
HYD005457,6372465790,venkat sai driving school,driving_school,17.3721692,78.5441252,Unclassified,False
HYD005458,6219937185,A 1 Dry Cleaners,dry_cleaning,17.4017841,78.4882318,Personal Services,False
HYD005459,5405061918,Beauty dry cleaning,dry_cleaning,17.4374981,78.3656769,Personal Services,False
HYD005460,6571756956,Fashion's Electric Dry Cleaners,dry_cleaning,17.4227567,78.5662147,Personal Services,False
HYD005461,7003041687,Fashions Electric Dry Cleaners,dry_cleaning,17.4498453,78.5044901,Personal Services,False
HYD005462,11015886833,Kwality Dry Cleaners and Launderers,dry_cleaning,17.4260296,78.4569316,Personal Services,False
HYD005463,11015846007,Sparkles,dry_cleaning,17.4263771,78.4574743,Personal Services,False
HYD005464,11420427273,Sparkles Dry Cleaners,dry_cleaning,17.4263825,78.4576567,Personal Services,False
HYD005465,6776351526,Sri Swarna Dry Cleaner,dry_cleaning,17.4221295,78.5169996,Personal Services,False
HYD005466,6935613497,Twinkle star dry cleaners,dry_cleaning,17.44658,78.3889234,Personal Services,False
HYD005467,10902983257,dry cleaning shop,dry_cleaning,17.3304518,78.5770357,Personal Services,False
HYD005468,356280539,Telangana Study Circle,education,17.419381333333334,78.42967442000001,Education,False
HYD005469,4614311150,Ambica Electrical & General Store,electrical,17.4401935,78.4822641,Unclassified,False
HYD005470,10279697183,Bajaj Electronic store,electrical,17.3401461,78.5638206,Unclassified,False
HYD005471,357414914,Khaja Electricals,electrical,17.4009826,78.56592594000001,Unclassified,False
HYD005472,357414457,Marvadi Electrical Store,electrical,17.40051884,78.56588718,Unclassified,False
HYD005473,12410904330,Mateswari Electricals,electrical,17.5105038,78.40684,Unclassified,False
HYD005474,7860471141,Padmavathi Electricals,electrical,17.4971324,78.359338,Unclassified,False
HYD005475,10279697180,Pai Electronics,electrical,17.3399038,78.5643707,Unclassified,False
HYD005476,9903872411,SURYA ENTERPRISES,electrical,17.5132986,78.4259634,Unclassified,False
HYD005477,5572487011,Shanker Electrical's,electrical,17.5018948,78.5401802,Unclassified,False
HYD005478,10903102674,sri vasavi electrical,electrical,17.3303362,78.5771085,Unclassified,False
HYD005479,12541130539,AP care mobile,electronics,17.4761707,78.5677845,Shopping,True
HYD005480,6273886386,Aadhishwar,electronics,17.4945672,78.3988718,Shopping,True
HYD005481,12536226089,Airtel 5gplus store,electronics,17.4746114,78.5682411,Shopping,True
HYD005482,12538926486,Airtel WiFi Store,electronics,17.4767475,78.5640109,Shopping,True
HYD005483,12541130558,Ajay mobiles,electronics,17.4736829,78.569661,Shopping,True
HYD005484,4509832890,Akshay net cafe,electronics,17.5220055,78.2928688,Shopping,True
HYD005485,7135117041,Amaron,electronics,17.4033791,78.3910467,Shopping,True
HYD005486,12536226037,Anchor Electronics,electronics,17.4738968,78.5704479,Shopping,True
HYD005487,11771783708,Aptronix,electronics,17.4289829,78.3739652,Shopping,True
HYD005488,12545936100,BAJAJ Electronics,electronics,17.4786185,78.5595171,Shopping,True
HYD005489,5541547976,Baja Electronics,electronics,17.4076993,78.597279,Shopping,True
HYD005490,2412762831,Bajaj Electronics,electronics,17.3637172,78.5439103,Shopping,True
HYD005491,3523097048,Bajaj Electronics,electronics,17.4253097,78.4537102,Shopping,True
HYD005492,4729087704,Bajaj Electronics,electronics,17.4430558,78.3546787,Shopping,True
HYD005493,6185265085,Bajaj Electronics,electronics,17.4064793,78.4651371,Shopping,True
HYD005494,6208269786,Bajaj Electronics,electronics,17.3689848,78.5224657,Shopping,True
HYD005495,6264953185,Bajaj Electronics,electronics,17.4147379,78.5460033,Shopping,True
HYD005496,6710912137,Bajaj Electronics,electronics,17.440666,78.4875535,Shopping,True
HYD005497,6822126509,Bajaj Electronics,electronics,17.3936287,78.4727653,Shopping,True
HYD005498,7244140151,Bajaj Electronics,electronics,17.5283271,78.2667278,Shopping,True
HYD005499,9887289817,Bajaj Electronics,electronics,17.5113586,78.3846365,Shopping,True
HYD005500,12536257520,Bajaj Electronics,electronics,17.473419,78.5705428,Shopping,True
HYD005501,563391810,Bajaj Electronics,electronics,17.3991227,78.53805073999999,Shopping,True
HYD005502,7246491289,Bajaj electronics,electronics,17.4632868,78.3674198,Shopping,True
HYD005503,12852211118,Bajaj electronics,electronics,17.3991007,78.5380842,Shopping,True
HYD005504,12536257504,CP plus,electronics,17.4740681,78.568744,Shopping,True
HYD005505,13695604154,CeX,electronics,17.4210662,78.4553392,Shopping,True
HYD005506,14063278752,"CeX - Next Galleria Mall, Punjagutta",electronics,17.4288729,78.4502102,Shopping,True
HYD005507,12536226049,Computers,electronics,17.4741437,78.5694303,Shopping,True
HYD005508,8386274825,Croma,electronics,17.45872,78.5004357,Shopping,True
HYD005509,813570356,Cromā,electronics,17.435971,78.4009856,Shopping,True
HYD005510,13208170225,Cromā,electronics,17.4559468,78.4345642,Shopping,True
HYD005511,13208186047,Cromā,electronics,17.4223208,78.4554376,Shopping,True
HYD005512,14022778124,Cromā,electronics,17.4175272,78.363413,Shopping,True
HYD005513,356514114,Cromā,electronics,17.48139502,78.55400084,Shopping,True
HYD005514,12545936073,Dhanavanthri Studio,electronics,17.4793497,78.5575954,Shopping,True
HYD005515,12541130549,Electronics Hub,electronics,17.4737622,78.5693851,Shopping,True
HYD005516,5289196966,Electronics market,electronics,17.3861799,78.4823795,Shopping,True
HYD005517,7025820920,Fono Tech,electronics,17.4423249,78.3884038,Shopping,True
HYD005518,5703832226,GIS INDIA trainings,electronics,17.4302818,78.4575863,Shopping,True
HYD005519,10279859273,IFB Store,electronics,17.3308429,78.5698684,Shopping,True
HYD005520,12544230503,Impact Mobiles,electronics,17.4772573,78.5630997,Shopping,True
HYD005521,6822126588,JS Electronics,electronics,17.5132367,78.5566124,Shopping,True
HYD005522,9903887122,K.G.N Electronics,electronics,17.5108217,78.4241164,Shopping,True
HYD005523,886393911,Mobile Store,electronics,17.4658052,78.4931471,Shopping,True
HYD005524,12541130543,Naveen Glass House,electronics,17.4766086,78.5675139,Shopping,True
HYD005525,12545949012,One Stop,electronics,17.4783206,78.5600691,Shopping,True
HYD005526,12536226044,Opus,electronics,17.474034,78.5697304,Shopping,True
HYD005527,12538789710,Opus,electronics,17.4764696,78.5667689,Shopping,True
HYD005528,6255640985,PAI,electronics,17.426342,78.4502078,Shopping,True
HYD005529,596737026,Pai,electronics,17.398979200000003,78.48158102,Shopping,True
HYD005530,5539030280,Pai International,electronics,17.4079764,78.5983003,Shopping,True
HYD005531,7570534456,Pai International,electronics,17.473122,78.5103647,Shopping,True
HYD005532,577899282,Pai International,electronics,17.4079364,78.59829563999999,Shopping,True
HYD005533,7025820860,Pai International Electronics,electronics,17.4350554,78.4028918,Shopping,True
HYD005534,1258253850,Pai International electronics,electronics,17.481972419999998,78.55441546,Shopping,True
HYD005535,3392202348,Pai Showroom,electronics,17.4823134,78.4139802,Shopping,True
HYD005536,12541130562,Pavan Mobiles,electronics,17.4736157,78.5698141,Shopping,True
HYD005537,12536257502,Prestige,electronics,17.4741066,78.5686693,Shopping,True
HYD005538,12545936082,Pro spice,electronics,17.479326,78.5579485,Shopping,True
HYD005539,331357311,RELIANCE DIGITAL,electronics,17.4049078,78.51505086,Shopping,True
HYD005540,12536226083,RK Shoppie Mobiles,electronics,17.4747372,78.5681694,Shopping,True
HYD005541,6651585141,Reliance Digital,electronics,17.4958836,78.3382867,Shopping,True
HYD005542,8386477097,Reliance Digital,electronics,17.4554564,78.49865,Shopping,True
HYD005543,10244211020,Reliance Digital,electronics,17.4303744,78.5534178,Shopping,True
HYD005544,11358156627,Reliance Digital,electronics,17.4843639,78.388981,Shopping,True
HYD005545,11772090395,Reliance Digital,electronics,17.4964102,78.3586505,Shopping,True
HYD005546,12538926483,Reliance Digital,electronics,17.4767328,78.5638748,Shopping,True
HYD005547,1161963683,Reliance Digital,electronics,17.49062654,78.60170382,Shopping,True
HYD005548,8389405335,Reliance Digital - Electronic Store,electronics,17.4821169,78.4486083,Shopping,True
HYD005549,12852311123,Reliance Digital Electronics store,electronics,17.4048651,78.5150566,Shopping,True
HYD005550,5589700021,Reliance Digital Kukatpalli,electronics,17.4820942,78.414501,Shopping,True
HYD005551,643283831,Reliance Digital Store,electronics,17.42547452,78.45355616,Shopping,True
HYD005552,12538889101,Rithwika Air Cooler Mela,electronics,17.4766206,78.5654167,Shopping,True
HYD005553,12545949027,SS Digitals,electronics,17.4780421,78.5608067,Shopping,True
HYD005554,6570905721,SVR Power Controls,electronics,17.4224575,78.5658898,Shopping,True
HYD005555,6847914737,Sabhi Computers and communications,electronics,17.4014339,78.4121999,Shopping,True
HYD005556,12545936087,Sai Ram Tent House & Sounds,electronics,17.4792061,78.5583401,Shopping,True
HYD005557,8386939113,Samsung,electronics,17.4074908,78.494816,Shopping,True
HYD005558,11676166203,Samsung,electronics,17.3597459,78.5439215,Shopping,True
HYD005559,12545936081,Samsung,electronics,17.4793257,78.5579372,Shopping,True
HYD005560,12536257507,Show me MI Mobiles,electronics,17.4739652,78.5689303,Shopping,True
HYD005561,12536226088,Sonata,electronics,17.4746319,78.5682193,Shopping,True
HYD005562,6255318389,Sonovision,electronics,17.4187517,78.457353,Shopping,True
HYD005563,10279266020,Sonovision,electronics,17.4253669,78.4534931,Shopping,True
HYD005564,12545949002,TITAN WORLD WATCHES,electronics,17.47857,78.5596181,Shopping,True
HYD005565,3010475777,TMC,electronics,17.4442192,78.4686789,Shopping,True
HYD005566,13678000574,Tej Kiran Electricals,electronics,17.4312832,78.4914143,Shopping,True
HYD005567,6390378848,Tirupati Electronics,electronics,17.3689714,78.522324,Shopping,True
HYD005568,10871685669,V3 Electronics,electronics,17.5427483,78.4905999,Shopping,True
HYD005569,9939231261,V3 Enterprises,electronics,17.5426508,78.4906223,Shopping,True
HYD005570,355631006,V3 Enterprises,electronics,17.5427277,78.490625,Shopping,True
HYD005571,11034002425,Vijay Stationary and Computers,electronics,17.425369,78.4573432,Shopping,True
HYD005572,4575196089,Yes Mart,electronics,17.3423601,78.557558,Shopping,True
HYD005573,12545936077,Zoom Studio,electronics,17.4793646,78.5576868,Shopping,True
HYD005574,12536226065,a-one,electronics,17.4759827,78.5674024,Shopping,True
HYD005575,7246751298,bajaj electronics,electronics,17.4733186,78.571205,Shopping,True
HYD005576,357612616,bajaj electronics,electronics,17.3585307,78.54510552000002,Shopping,True
HYD005577,9885009626,chroma,electronics,17.5319008,78.4877571,Shopping,True
HYD005578,7244226203,pai international,electronics,17.4890036,78.6015756,Shopping,True
HYD005579,10903125832,srk electronics,electronics,17.3304459,78.5770879,Shopping,True
HYD005580,3388923541,tmc,electronics,17.4785855,78.5593919,Shopping,True
HYD005581,12854573909,Ak plaza function hall,events_venue,17.3838403,78.5173859,Entertainment,True
HYD005582,12488402371,Akshara Grand,events_venue,17.3589493,78.5442357,Entertainment,True
HYD005583,10280090408,Amma Gardens,events_venue,17.3079897,78.4396219,Entertainment,True
HYD005584,13720860554,Anvaya Conventions,events_venue,17.4179808,78.3289606,Entertainment,True
HYD005585,7836389752,Athidhi Banquet Hall,events_venue,17.493949,78.3522494,Entertainment,True
HYD005586,9913821040,B.K. Bhavan,events_venue,17.3775174,78.4380294,Entertainment,True
HYD005587,10012938953,BK Function Hall,events_venue,17.3694382,78.515686,Entertainment,True
HYD005588,13227600343,Balsa Banquet Hall,events_venue,17.3982463,78.4175573,Entertainment,True
HYD005589,1464996557,CYR Function Hall,events_venue,17.36680554,78.39546256,Entertainment,True
HYD005590,898560579,Clubhouse 1,events_venue,17.47365258,78.31016966,Entertainment,True
HYD005591,355878689,Clubhouse 2,events_venue,17.47390046,78.31105062,Entertainment,True
HYD005592,10836288168,Crown Palace,events_venue,17.3755248,78.4352286,Entertainment,True
HYD005593,11770988861,Crown Will Gardens,events_venue,17.4490344,78.4866089,Entertainment,True
HYD005594,776426188,GHMC Multi Function Hall,events_venue,17.539430619999997,78.2662688,Entertainment,True
HYD005595,91738249,Gayatri Gardens,events_venue,17.461557225,78.49003830000001,Entertainment,True
HYD005596,10836288170,Grand Garden,events_venue,17.3767787,78.4323172,Entertainment,True
HYD005597,9961183298,IB palace,events_venue,17.3456809,78.4151592,Entertainment,True
HYD005598,13649969578,KGR Convention,events_venue,17.5405604,78.3926887,Entertainment,True
HYD005599,10836288167,KS Palace,events_venue,17.3755671,78.4356127,Entertainment,True
HYD005600,12422483855,Khaj Mansion,events_venue,17.4053119,78.4511324,Entertainment,True
HYD005601,1087192019,King's Classic Garden,events_venue,17.3873875,78.43113625999999,Entertainment,True
HYD005602,1087194001,King's Kohinoor Convention,events_venue,17.3878836375,78.43046106250002,Entertainment,True
HYD005603,12854573906,Krishna reddy function hall,events_venue,17.3821672,78.5178067,Entertainment,True
HYD005604,355954473,LS function hall,events_venue,17.4898031,78.44490932,Entertainment,True
HYD005605,9870002856,M convention,events_venue,17.4021713,78.5998527,Entertainment,True
HYD005606,11082456133,M.J Garden,events_venue,17.4564053,78.411336,Entertainment,True
HYD005607,13436972424,MF Funcation hall,events_venue,17.5128701,78.4268288,Entertainment,True
HYD005608,13437146128,MKR Function Hall,events_venue,17.5052456,78.4273979,Entertainment,True
HYD005609,8170278494,MS Function Hall,events_venue,17.3383826,78.4533923,Entertainment,True
HYD005610,11082456142,Mahoob Function Hall,events_venue,17.4562952,78.4089003,Entertainment,True
HYD005611,331977008,Meena Garden Function Hall,events_venue,17.392991716666668,78.45227689999999,Entertainment,True
HYD005612,10836288169,Mehaboob Palace,events_venue,17.3754284,78.4347625,Entertainment,True
HYD005613,7246803477,Milan Function Hall,events_venue,17.3934697,78.4314592,Entertainment,True
HYD005614,1087165277,Milap Garden Function Hall,events_venue,17.3916385,78.43123999999999,Entertainment,True
HYD005615,888332258,Mohini Function Hall,events_venue,17.378606259999998,78.43705759999999,Entertainment,True
HYD005616,10836252947,Mohini Functional Hall,events_venue,17.3784085,78.4379162,Entertainment,True
HYD005617,7244233146,Mudhiraj bhavan,events_venue,17.5317543,78.2643686,Entertainment,True
HYD005618,10836288176,Mughal Garden Functional Hall,events_venue,17.376372,78.4305885,Entertainment,True
HYD005619,13437252274,N R Palaces Function Hall,events_venue,17.4899433,78.4445099,Entertainment,True
HYD005620,10836288179,New Classic Garden,events_venue,17.3762721,78.4300739,Entertainment,True
HYD005621,1225570318,New Palace Funciton Hall,events_venue,17.339972439999997,78.46888358,Entertainment,True
HYD005622,9995324473,ONYX Function Hall,events_venue,17.3391876,78.4678116,Entertainment,True
HYD005623,13013337449,Puchalapalli Sundaraiah Bhavan,events_venue,17.5210131,78.3986981,Entertainment,True
HYD005624,357319733,R.j Functioun hall,events_venue,17.381922460000002,78.502385,Entertainment,True
HYD005625,357415318,Ramaswamy Function Hall,events_venue,17.399922659999998,78.56552166000002,Entertainment,True
HYD005626,10836288171,Ratan Max,events_venue,17.3769088,78.4318993,Entertainment,True
HYD005627,10836288172,Rose Max,events_venue,17.3772664,78.431813,Entertainment,True
HYD005628,8892679275,Royal Garden Function Hall,events_venue,17.4531915,78.4246486,Entertainment,True
HYD005629,11082456137,SD Function Hall,events_venue,17.45687,78.4096841,Entertainment,True
HYD005630,6581371246,SSS Gardens Function Hall,events_venue,17.4194914,78.5799399,Entertainment,True
HYD005631,10836288175,Shakeel Functional Hall,events_venue,17.3761996,78.4310076,Entertainment,True
HYD005632,13437252275,Skyton Graden Fuction Hall,events_venue,17.491998,78.441582,Entertainment,True
HYD005633,10279877012,Sri Markandeya Bhavan,events_venue,17.3032927,78.4410423,Entertainment,True
HYD005634,13437146133,Sri Sai Baba Function Hall,events_venue,17.5063511,78.4278223,Entertainment,True
HYD005635,13436972484,Sri Venkateshwara Gardens,events_venue,17.5223288,78.4228331,Entertainment,True
HYD005636,13737616372,Udaya Laxmi AC convention hall,events_venue,17.5057038,78.6893357,Entertainment,True
HYD005637,1500258939,Udaya Laxmi AC convention hall,events_venue,17.505674820000003,78.68929852,Entertainment,True
HYD005638,1199771908,V Convention,events_venue,17.45544946,78.38479828,Entertainment,True
HYD005639,10001417573,Vajra Events,events_venue,17.429658,78.4462346,Entertainment,True
HYD005640,596477874,YMS function hall,events_venue,17.490917279999998,78.44510332,Entertainment,True
HYD005641,608243724,bandi jangaiah gardens,events_venue,17.40084422857143,78.59134991428571,Entertainment,True
HYD005642,1385069790,HITEX Exhibition Centre,exhibition_centre,17.47097103181818,78.37404198636365,Culture & Heritage,True
HYD005643,4718792437,HITEX Exhibition Centre Entrance,exhibition_centre,17.470492,78.3764724,Culture & Heritage,True
HYD005644,12823367570,HITEX Exhibition Centre Parking Entrance,exhibition_centre,17.4710458,78.3743425,Culture & Heritage,True
HYD005645,8113828144,Anjuna fabrics,fabric,17.4001341,78.3832319,Shopping,True
HYD005646,6629546515,Bhavani Textiles,fabric,17.4079416,78.588054,Shopping,True
HYD005647,6629546522,C.S. Brothers,fabric,17.4099297,78.5862376,Shopping,True
HYD005648,6593443194,Keerthi Enterprises,fabric,17.4201626,78.5658082,Shopping,True
HYD005649,7243989031,Radha krishna shop,fabric,17.4950885,78.4573058,Shopping,True
HYD005650,8113828143,Rohan fabrics,fabric,17.4006796,78.3792518,Shopping,True
HYD005651,7243989030,Shoba shop,fabric,17.4951422,78.4572168,Shopping,True
HYD005652,6629546518,Sri Kalanjali Boutique,fabric,17.4078119,78.5880891,Shopping,True
HYD005653,6629546523,Sri Laxmi Collections,fabric,17.4103039,78.5861495,Shopping,True
HYD005654,6593421961,Sri Sai Keerthi Textiles,fabric,17.4205225,78.5647973,Shopping,True
HYD005655,10171328863,Fresh Vegtables,farm,17.4516288,78.3917055,Unclassified,False
HYD005656,8111012823,Polimeras,farm,17.3965022,78.3773903,Unclassified,False
HYD005657,749395349,Joyalukas,fashion,17.479978940000002,78.55645012,Shopping,True
HYD005658,356233349,Ramraj cottons,fashion,17.48035116,78.55693120000001,Shopping,True
HYD005659,356514059,Reliance Trends,fashion,17.48121802,78.5544464,Shopping,True
HYD005660,11015802644,Belleza,fashion_accessories,17.4269498,78.4578221,Shopping,True
HYD005661,12669657976,Bollywood Jewellery,fashion_accessories,17.3864365,78.4702168,Shopping,True
HYD005662,7244264233,Malabar Gold and Daimonds,fashion_accessories,17.4015869,78.4845944,Shopping,True
HYD005663,7246564080,Rani store,fashion_accessories,17.3473714,78.5475096,Shopping,True
HYD005664,6572625267,Rishi Boutique & Matching Centre,fashion_accessories,17.4211932,78.5667244,Shopping,True
HYD005665,6575179572,Sakhi Fancy Bangle Store Maggam Works,fashion_accessories,17.4199997,78.5653558,Shopping,True
HYD005666,357456466,unlimited fashion store,fashion_accessories,17.35813144,78.54533296000001,Shopping,True
HYD005667,10903071575,vijaya fancy store,fashion_accessories,17.3304768,78.5768552,Shopping,True
HYD005668,6938853685,180 Degree Oven,fast_food,17.4066221,78.3901855,Food,True
HYD005669,10150963018,900 Degree Brick Oven Pizza,fast_food,17.4599986,78.3553882,Food,True
HYD005670,6935617665,ASP Chinese Fast Food,fast_food,17.4421174,78.5663481,Food,True
HYD005671,12410904332,Aahaar Tiffins,fast_food,17.5106774,78.4067617,Food,True
HYD005672,6821427385,Ahwaanam Fast Food,fast_food,17.4408073,78.4455707,Food,True
HYD005673,13637629024,Ajay Fast Food,fast_food,17.4493963,78.3921835,Food,True
HYD005674,5405054117,Al lbbik shwrma,fast_food,17.4334434,78.3697384,Food,True
HYD005675,11402746857,Almond House,fast_food,17.2351989,78.43404,Food,True
HYD005676,4526392727,Amoga,fast_food,17.4375828,78.4484518,Food,True
HYD005677,8386828987,Amogh kitchen,fast_food,17.4133352,78.5811544,Food,True
HYD005678,1814711177,Amul,fast_food,17.538414,78.3849759,Food,True
HYD005679,6582353390,Ana Canteen,fast_food,17.4213475,78.5650003,Food,True
HYD005680,9917000634,Ananya Food Court,fast_food,17.4501371,78.3915731,Food,True
HYD005681,7015719480,Ande Ka Funda,fast_food,17.4480766,78.6364061,Food,True
HYD005682,6259475385,Annapurna Food court,fast_food,17.4521526,78.391294,Food,True
HYD005683,6723691439,Arati Fast Food,fast_food,17.4408777,78.4400324,Food,True
HYD005684,10185568927,Ayyan fast food center,fast_food,17.4083214,78.5898357,Food,True
HYD005685,6710912142,Babu Lalji Dhai Samosa,fast_food,17.4415608,78.489993,Food,True
HYD005686,11684797111,Bajrang char Bhandar,fast_food,17.5226125,78.4433847,Food,True
HYD005687,1460129004,Bakul Mess,fast_food,17.448328640000003,78.34809666000001,Food,True
HYD005688,7025820724,Balaji Hyderabad Mithai Bhandar,fast_food,17.4413554,78.388307,Food,True
HYD005689,1866946858,Baskin Robins,fast_food,17.4648319,78.5033223,Food,True
HYD005690,11358156623,Bhaskar Chat Bandar,fast_food,17.4845098,78.3893485,Food,True
HYD005691,704475632,Bikanervala,fast_food,17.410736,78.4497929,Food,True
HYD005692,11084918139,Bread Shop,fast_food,17.4549262,78.4090464,Food,True
HYD005693,6268240985,Brickwood,fast_food,17.4412498,78.3885797,Food,True
HYD005694,8006967780,Brijswer Aahar,fast_food,17.4995603,78.357523,Food,True
HYD005695,11015823658,Bronzy Fried Chicken,fast_food,17.4261484,78.4569628,Food,True
HYD005696,5626709756,Burger King,fast_food,17.4191639,78.4486928,Food,True
HYD005697,8386478404,Burger King,fast_food,17.4971476,78.33578,Food,True
HYD005698,9708873810,Burger King,fast_food,17.3458645,78.5524551,Food,True
HYD005699,10718148978,Burger King,fast_food,17.4416568,78.376817,Food,True
HYD005700,10826634803,Burger King,fast_food,17.4003837,78.5603538,Food,True
HYD005701,13227600346,Burger King,fast_food,17.4027012,78.4113415,Food,True
HYD005702,13494968219,CIE Canteen,fast_food,17.4458955,78.3500333,Food,True
HYD005703,7025820756,Cafe Blue Diamond & Chinese Fast Food,fast_food,17.440618,78.3945512,Food,True
HYD005704,3010475761,Cafe Nandini,fast_food,17.444512,78.4672736,Food,True
HYD005705,5994099219,Canteen,fast_food,17.4183652,78.4102473,Food,True
HYD005706,10980353468,Catering,fast_food,17.4333657,78.5017807,Food,True
HYD005707,10980353469,Catering,fast_food,17.4334066,78.5017782,Food,True
HYD005708,10980353470,Catering,fast_food,17.4330793,78.5012389,Food,True
HYD005709,10980353471,Catering,fast_food,17.4329347,78.5006213,Food,True
HYD005710,10980353472,Catering,fast_food,17.4332662,78.5004232,Food,True
HYD005711,10980353473,Catering,fast_food,17.433375,78.5012858,Food,True
HYD005712,10980353474,Catering,fast_food,17.4333445,78.5013225,Food,True
HYD005713,10980353475,Catering,fast_food,17.4334137,78.5016711,Food,True
HYD005714,10980353482,Catering,fast_food,17.4330032,78.5018187,Food,True
HYD005715,10980353483,Catering,fast_food,17.4328038,78.5016649,Food,True
HYD005716,10980353484,Catering,fast_food,17.4327939,78.5016324,Food,True
HYD005717,10980353485,Catering,fast_food,17.4325705,78.5015765,Food,True
HYD005718,10980353486,Catering,fast_food,17.4327897,78.5024405,Food,True
HYD005719,10980353487,Catering,fast_food,17.4328588,78.5026562,Food,True
HYD005720,10980353488,Catering,fast_food,17.4328799,78.5027438,Food,True
HYD005721,10980353489,Catering,fast_food,17.4326877,78.5026921,Food,True
HYD005722,10980353490,Catering,fast_food,17.4329306,78.502982,Food,True
HYD005723,10980353491,Catering,fast_food,17.4330612,78.5034528,Food,True
HYD005724,10980353492,Catering,fast_food,17.433083,78.5004417,Food,True
HYD005725,10980353493,Catering,fast_food,17.4327507,78.5005321,Food,True
HYD005726,10980353494,Catering,fast_food,17.4329274,78.501385,Food,True
HYD005727,10980353498,Catering,fast_food,17.4331928,78.5001207,Food,True
HYD005728,10980353499,Catering,fast_food,17.4332653,78.5003984,Food,True
HYD005729,10980353500,Catering,fast_food,17.4336501,78.5019052,Food,True
HYD005730,10980353501,Catering,fast_food,17.4336496,78.5019507,Food,True
HYD005731,10980353502,Catering,fast_food,17.4338001,78.5026819,Food,True
HYD005732,10980353503,Catering,fast_food,17.4326908,78.5026786,Food,True
HYD005733,6773025653,Chapathi & Curry Point,fast_food,17.4203025,78.5164758,Food,True
HYD005734,5892276119,Chat,fast_food,17.4644473,78.4834084,Food,True
HYD005735,7244022650,Chat bander,fast_food,17.5018298,78.415966,Food,True
HYD005736,8111012824,Cherry fast food,fast_food,17.4001895,78.3783636,Food,True
HYD005737,11690238100,Chick Blast,fast_food,17.4892653,78.4508557,Food,True
HYD005738,2134522890,Chick King,fast_food,17.4411739,78.3912705,Food,True
HYD005739,1236750025,Chicken Centre,fast_food,17.34883122,78.55392904,Food,True
HYD005740,6372268859,Chicken Express,fast_food,17.3732029,78.5436356,Food,True
HYD005741,10806671071,Chicken kabab and Fast food center,fast_food,17.5001233,78.5922044,Food,True
HYD005742,5405054121,Chicken pakodi,fast_food,17.4408039,78.3602769,Food,True
HYD005743,7025820782,Chinese Cornerz,fast_food,17.4458679,78.3924181,Food,True
HYD005744,6199003985,Chinese Fast Food,fast_food,17.3948319,78.5303123,Food,True
HYD005745,8386503512,Chinese fast food,fast_food,17.5185771,78.3966211,Food,True
HYD005746,2579754072,Chocolate Room,fast_food,17.4826293,78.3933049,Food,True
HYD005747,6340136985,Chop Stick,fast_food,17.4301054,78.4457025,Food,True
HYD005748,3538200897,Cuppa,fast_food,17.468184,78.3756498,Food,True
HYD005749,6773025663,Currry Point,fast_food,17.420248,78.5163985,Food,True
HYD005750,4365179430,Cyber Spice,fast_food,17.472559,78.3094663,Food,True
HYD005751,6772788271,D-Lite Frankie,fast_food,17.4255501,78.5337543,Food,True
HYD005752,4614088300,Dadu's,fast_food,17.441481,78.4879056,Food,True
HYD005753,7244238271,Dairy Queen,fast_food,17.3698587,78.573003,Food,True
HYD005754,1459903876,David's,fast_food,17.445893079999998,78.34708567999999,Food,True
HYD005755,8233202644,David's Kitchen,fast_food,17.4996678,78.511825,Food,True
HYD005756,7246495319,Delhi Chat Food Court,fast_food,17.5297822,78.2638617,Food,True
HYD005757,1866948269,Domino's,fast_food,17.468112,78.5073831,Food,True
HYD005758,2014860754,Domino's,fast_food,17.4432367,78.4795372,Food,True
HYD005759,2093444964,Domino's,fast_food,17.441271,78.358934,Food,True
HYD005760,2352130366,Domino's,fast_food,17.4308718,78.421055,Food,True
HYD005761,2426827687,Domino's,fast_food,17.4416745,78.4462193,Food,True
HYD005762,3159028267,Domino's,fast_food,17.4506384,78.3822507,Food,True
HYD005763,3372041135,Domino's,fast_food,17.4240182,78.3442736,Food,True
HYD005764,3379686130,Domino's,fast_food,17.4637258,78.3694047,Food,True
HYD005765,3777426021,Domino's,fast_food,17.4285203,78.4562726,Food,True
HYD005766,4644012803,Domino's,fast_food,17.4181945,78.3473807,Food,True
HYD005767,4674704695,Domino's,fast_food,17.477654,78.3202803,Food,True
HYD005768,5289289911,Domino's,fast_food,17.4412304,78.5005384,Food,True
HYD005769,5325066524,Domino's,fast_food,17.4984319,78.3882156,Food,True
HYD005770,5325066531,Domino's,fast_food,17.4879248,78.4099321,Food,True
