poi_id,osm_id,name,category,itinerary_category,latitude,longitude,nearest_road_node,distance_to_road_m,mapping_quality
HYD005871,6263697389,Krishna Reddy Sweets,fast_food,Food,17.4061656,78.5557108,10185523818,16.182,Normal
HYD005872,6269697286,Kwality Tiffins,fast_food,Food,17.492134,78.3968283,350456906,32.622,Normal
HYD005873,10181926246,La Milano Pizzeria,fast_food,Food,17.4039279,78.4821265,3158885381,21.029,Normal
HYD005874,1236750026,Lakshmi Fast Food,fast_food,Food,17.348725300000005,78.5550268,1324619132,16.1,Normal
HYD005875,7174059841,Lassi Point,fast_food,Food,17.4639479,78.4835733,854941025,15.903,Normal
HYD005876,8007003786,Leon's Burger,fast_food,Food,17.5046603,78.3619597,663127097,20.785,Normal
HYD005877,6269697485,Maggi Point,fast_food,Food,17.4924407,78.3963628,350456932,13.908,Normal
HYD005878,1280010581,Mahaveera Tiffin Centre,fast_food,Food,17.4642845,78.4834609,854941025,26.631,Normal
HYD005879,1891013309,Mamu,fast_food,Food,17.4223878,78.4652836,289414475,23.687,Normal
HYD005880,6653389786,Masala Chapati Chat,fast_food,Food,17.4947935,78.3214265,4169678451,16.94,Normal
HYD005881,6254336889,Mayur Pan Shop,fast_food,Food,17.3889575,78.4806808,3612563160,22.54,Normal
HYD005882,654882404,McDonald's,fast_food,Food,17.4346181,78.3864731,3602301600,57.744,Normal
HYD005883,1333758092,McDonald's,fast_food,Food,17.4649189,78.5034106,13397597124,32.098,Normal
HYD005884,2579739894,McDonald's,fast_food,Food,17.4901654,78.3928103,12898564652,17.809,Normal
HYD005885,2710640984,McDonald's,fast_food,Food,17.4059049,78.4034603,2177264501,14.487,Normal
HYD005886,3387484592,McDonald's,fast_food,Food,17.4929465,78.4042926,11828160685,7.37,Normal
HYD005887,4482545489,McDonald's,fast_food,Food,17.4125296,78.4655302,10301873367,21.788,Normal
HYD005888,4580524692,McDonald's,fast_food,Food,17.3426462,78.5560174,10750415453,3.83,Normal
HYD005889,4982960923,McDonald's,fast_food,Food,17.3930912,78.4759348,11313779344,28.176,Normal
HYD005890,5289166893,McDonald's,fast_food,Food,17.4480015,78.3789451,13041357151,7.315,Normal
HYD005891,7244487832,McDonald's,fast_food,Food,17.3964293,78.4430467,13531541277,12.327,Normal
HYD005892,7721071786,McDonald's,fast_food,Food,17.4572696,78.3643728,6802921921,34.057,Normal
HYD005893,8386399875,McDonald's,fast_food,Food,17.3681149,78.5303565,4032432894,12.306,Normal
HYD005894,10279842271,McDonald's,fast_food,Food,17.4263366,78.4530858,1754247380,31.02,Normal
HYD005895,11099906306,McDonald's,fast_food,Food,17.4001909,78.5551649,12880221162,20.919,Normal
HYD005896,331633499,McDonald's,fast_food,Food,17.47719098,78.56484908000002,7699021974,9.354,Normal
HYD005897,881242183,McDonald's,fast_food,Food,17.419315816666664,78.63552281666666,8196187142,6.608,Normal
HYD005898,7171348236,Midland,fast_food,Food,17.437253,78.4481274,353730562,20.723,Normal
HYD005899,13131265594,Mirchi Bhaji and Punugulu Cart,fast_food,Food,17.5997307,78.5523166,3618958541,11.154,Normal
HYD005900,1251533033,Multiple Cafeterias,fast_food,Food,17.4142602,78.33000288,11633910068,18.819,Normal
HYD005901,1485270806,Nescafe,fast_food,Food,17.54525164,78.57604166,12895274444,42.309,Normal
HYD005902,8233202645,Noodles Corner,fast_food,Food,17.4999535,78.5125691,2232047887,13.964,Normal
HYD005903,12532085105,Old Madras Biryani,fast_food,Food,17.403499,78.3716748,3670021326,13.213,Normal
HYD005904,5957506785,Om Sai Ram Nice Vada Pav,fast_food,Food,17.4448874,78.3865836,349270026,12.809,Normal
HYD005905,8233202642,Oyalo Pizza,fast_food,Food,17.4993708,78.5119153,2232047836,16.552,Normal
HYD005906,96346275,Palash Mess,fast_food,Food,17.444758333333333,78.34571846666668,942491665,63.566,Normal
HYD005907,2794664334,Paradise Takeaway,fast_food,Food,17.4415483,78.4874318,12724785047,5.059,Normal
HYD005908,10548060136,PepsiCo GBS,fast_food,Food,17.404178,78.3313382,10548070488,7.952,Normal
HYD005909,344033883,Pizza Corner,fast_food,Food,17.4506168,78.3792198,12222636574,16.529,Normal
HYD005910,817354197,Pizza Corner,fast_food,Food,17.4270696,78.4433431,1948596001,18.954,Normal
HYD005911,902311098,Pizza Corner,fast_food,Food,17.4432919,78.4790047,12704444047,12.305,Normal
HYD005912,6774880496,Pizza Den,fast_food,Food,17.4408822,78.486756,7699838790,10.586,Normal
HYD005913,9131094941,Pizza Den,fast_food,Food,17.455012,78.504132,2225281802,10.695,Normal
HYD005914,817353632,Pizza Hut,fast_food,Food,17.4432794,78.4798416,11056355072,27.875,Normal
HYD005915,11690250567,Pizza Hut,fast_food,Food,17.4892699,78.4508626,3204131758,13.333,Normal
HYD005916,2521055369,Pollito's,fast_food,Food,17.4419662,78.4459565,3207197707,23.906,Normal
HYD005917,6273886287,Prince DriveInn,fast_food,Food,17.4590933,78.3848255,9789622483,10.519,Normal
HYD005918,6257501985,Puff House,fast_food,Food,17.4541261,78.3829874,1310963756,20.595,Normal
HYD005919,940042436,RK hotel,fast_food,Food,17.45432346,78.66120172000001,7690887512,11.979,Normal
HYD005920,14062515343,RR Food court,fast_food,Food,17.3913166,78.6072845,3598394356,19.533,Normal
HYD005921,6216842785,Raghavendra Chips Shop,fast_food,Food,17.3958608,78.465996,3612566585,12.8,Normal
HYD005922,11447318963,Rajshree,fast_food,Food,17.3940779,78.3408373,2244916351,42.893,Normal
HYD005923,7243974418,Raju fast food,fast_food,Food,17.3965018,78.5033418,2236747693,13.697,Normal
HYD005924,4515082115,Rice Bowl,fast_food,Food,17.4580828,78.3715746,12992046226,14.286,Normal
HYD005925,2715307359,Ritik Kitchen,fast_food,Food,17.4102721,78.4857809,5486709290,4.352,Normal
HYD005926,6993330452,Roll Call,fast_food,Food,17.4480764,78.6363372,6993331144,37.375,Normal
HYD005927,2579745473,Rollacosta,fast_food,Food,17.4922242,78.3937474,11041649469,20.695,Normal
HYD005928,4516680141,Rotiwala,fast_food,Food,17.4424022,78.4476769,538425784,30.564,Normal
HYD005929,7021303761,SK Fast Food,fast_food,Food,17.4499993,78.3854651,3602306626,27.423,Normal
HYD005930,12854573911,SS Juice shop,fast_food,Food,17.3884478,78.5163048,14053139160,13.569,Normal
HYD005931,9414614413,Sai Cakes and Bakes,fast_food,Food,17.343352,78.5548682,6755868196,37.201,Normal
HYD005932,6772788270,Samosa,fast_food,Food,17.4235838,78.5164752,2234500751,11.486,Normal
HYD005933,4614311149,San's Pizza Den,fast_food,Food,17.4402511,78.4820918,3182218454,16.853,Normal
HYD005934,6684817722,Shareef Bhai Chicken & Fish Fry Bandi,fast_food,Food,17.442126,78.4404137,2403880182,5.094,Normal
HYD005935,6765562765,Shawarma,fast_food,Food,17.4227071,78.5082157,309707733,19.006,Normal
HYD005936,6758497449,Sholey Curry Point & Chinese Fast Food,fast_food,Food,17.4202785,78.5162304,2234275630,7.895,Normal
HYD005937,940042437,Shravan Hotel,fast_food,Food,17.45421856,78.66220538,3598311946,28.903,Normal
HYD005938,3390819953,Siddique,fast_food,Food,17.4826084,78.4147666,10264465722,8.045,Normal
HYD005939,4716858191,Sirisha Hotel,fast_food,Food,17.4142515,78.4087631,12725591175,13.658,Normal
HYD005940,3387327074,Siva Reddy Foods,fast_food,Food,17.4931153,78.4039371,1437305488,9.968,Normal
HYD005941,1553576907,SoftyDen Ice Creams,fast_food,Food,17.394923,78.4776275,11041780652,31.199,Normal
HYD005942,9369224151,Sonu's Food Court,fast_food,Food,17.4640084,78.4835299,854941025,11.807,Normal
HYD005943,7010429411,Spar Kitchen,fast_food,Food,17.4576504,78.3634724,2807852300,55.76,Normal
HYD005944,6235740585,Spicy Express,fast_food,Food,17.4860476,78.3871556,2249764830,23.704,Normal
HYD005945,8287449487,Sreem Curry Point,fast_food,Food,17.5044042,78.3187848,3953407331,10.222,Normal
HYD005946,14049622249,Sri Baswalinga Avadootha Krupa Tiffin Point,fast_food,Food,17.4405762,78.4813232,3182218437,10.935,Normal
HYD005947,776650861,Sri Sai bakery,fast_food,Food,17.330870259999998,78.60777812,2724486446,15.792,Normal
HYD005948,6759169596,Sri Sangameshwar Chat Bhandar,fast_food,Food,17.4612937,78.5001676,13417554213,4.171,Normal
HYD005949,4716915296,Sri Sankar Vilas,fast_food,Food,17.4143783,78.408852,2795872350,17.08,Normal
HYD005950,14051936333,Sri Satya Chaat Bhandar,fast_food,Food,17.5256983,78.4617315,9880317654,30.512,Normal
HYD005951,6209979089,Sri Venkateshwara Tiffins,fast_food,Food,17.4047129,78.4645359,3612570855,7.178,Normal
HYD005952,6215854388,Sri Vijaya Laxmi Food Court,fast_food,Food,17.4314428,78.4064374,3602300936,20.398,Normal
HYD005953,7246495502,Sri sai bakery and fastfood,fast_food,Food,17.3308801,78.6077872,2724486446,16.82,Normal
HYD005954,2051380355,Srikanya,fast_food,Food,17.4238852,78.4537632,1754254160,26.02,Normal
HYD005955,13611060247,Srivinas fastfoods,fast_food,Food,17.5920352,78.4182395,7695030454,22.641,Normal
HYD005956,8113801608,Subash Chandra Bose,fast_food,Food,17.4249626,78.5478858,1939290835,5.351,Normal
HYD005957,813570814,Subway,fast_food,Food,17.4262926,78.4480231,3205890363,15.413,Normal
HYD005958,1042239879,Subway,fast_food,Food,17.4579981,78.3716555,11033607287,12.936,Normal
HYD005959,1344435293,Subway,fast_food,Food,17.4954729,78.3534265,13386200365,34.843,Normal
HYD005960,1891013317,Subway,fast_food,Food,17.4223034,78.4652891,289414475,18.285,Normal
HYD005961,2427872181,Subway,fast_food,Food,17.4415332,78.4470204,3146913655,20.613,Normal
HYD005962,4705439089,Subway,fast_food,Food,17.4420207,78.3572301,1753608445,18.295,Normal
HYD005963,5289291959,Subway,fast_food,Food,17.4416613,78.500761,11494352454,32.286,Normal
HYD005964,5892276130,Subway,fast_food,Food,17.4690708,78.4947653,7702694988,16.572,Normal
HYD005965,5905914157,Subway,fast_food,Food,17.4219675,78.3389589,7686305633,20.281,Normal
HYD005966,6372252706,Subway,fast_food,Food,17.3679097,78.5401625,1598149461,29.532,Normal
HYD005967,6822125018,Subway,fast_food,Food,17.4901001,78.3927901,12898564652,24.241,Normal
HYD005968,7244487829,Subway,fast_food,Food,17.3936419,78.4425573,10100669509,28.472,Normal
HYD005969,10718145769,Subway,fast_food,Food,17.4479284,78.3790129,13041357151,10.333,Normal
HYD005970,359277162,Subway,fast_food,Food,17.5371681,78.4893973,11061343499,11.791,Normal
HYD005971,5405057633,Sweet basket,fast_food,Food,17.4338731,78.3689055,7492349761,26.953,Normal
HYD005972,6621607787,Taaza Kitchen,fast_food,Food,17.4525736,78.3913595,2249841545,16.447,Normal
HYD005973,6651571855,Taco Bell,fast_food,Food,17.4968647,78.3357239,1705510712,54.56,Normal
HYD005974,7611061441,Taco Bell,fast_food,Food,17.4576146,78.3645591,13713352132,29.283,Normal
HYD005975,10279842270,Taco Bell,fast_food,Food,17.4289831,78.4503798,5956936309,12.892,Normal
HYD005976,10593550499,Taco Bell,fast_food,Food,17.4482768,78.3845095,8710543952,14.615,Normal
HYD005977,11099906307,Taco Bell,fast_food,Food,17.4002474,78.5551147,12880221162,28.329,Normal
HYD005978,11684845903,Tea Time,fast_food,Food,17.5215204,78.4422415,3598287051,21.329,Normal
HYD005979,6248946494,Thansi,fast_food,Food,17.4432774,78.3935366,11801726197,2.528,Normal
HYD005980,7114069985,The Cups,fast_food,Food,17.4928209,78.3988944,3182362519,9.72,Normal
HYD005981,744820578,The Rameshwaram Cafe,fast_food,Food,17.447479540000003,78.3861416,12561131649,12.05,Normal
HYD005982,13965391466,The Thickshake Factory,fast_food,Food,17.4265314,78.3290674,7673571803,11.325,Normal
HYD005983,6765562783,Tiffin Centre,fast_food,Food,17.4232105,78.5135831,6916160062,9.603,Normal
HYD005984,1249553649,Tiffin Shop,fast_food,Food,17.414622079999997,78.33299955999999,11064166596,37.018,Normal
HYD005985,11082456191,Tiffin center,fast_food,Food,17.4553927,78.4102457,2249841676,11.699,Normal
HYD005986,6216842786,Tiffins,fast_food,Food,17.3947279,78.4655695,5525115743,12.771,Normal
HYD005987,10253790109,Turkish Central,fast_food,Food,17.3903785,78.4559183,308779458,17.076,Normal
HYD005988,6261508286,Twister Juice,fast_food,Food,17.4855652,78.3881443,3665228527,39.436,Normal
HYD005989,1595853359,Universal Bakers,fast_food,Food,17.4057534,78.4789427,12084438402,16.301,Normal
HYD005990,11684797110,V Eat N Enjoy corner,fast_food,Food,17.5217239,78.4440202,2852572288,11.526,Normal
HYD005991,13204169693,Vijayvahini Fast Foods,fast_food,Food,17.5426059,78.5754582,2684820195,13.369,Normal
HYD005992,1905930612,Vindhya Canteen,fast_food,Food,17.4462731,78.3491325,1580588241,39.039,Normal
HYD005993,11099906308,WOW Momos,fast_food,Food,17.4001853,78.5551041,12880221162,26.954,Normal
HYD005994,6950562605,Walnut Bakes & Confectionery,fast_food,Food,17.50512,78.3567973,2766314460,15.61,Normal
HYD005995,1215214987,Wings n Fries,fast_food,Food,17.4631866,78.3673211,1699091396,17.792,Normal
HYD005996,7321373467,Y Royal,fast_food,Food,17.4624834,78.4745905,1050802638,6.386,Normal
HYD005997,6518299957,Yours Universe Bakery,fast_food,Food,17.4180986,78.5847102,3496436096,14.114,Normal
HYD005998,4736930768,Yuktahar Mess,fast_food,Food,17.4470191,78.3475321,942491659,28.757,Normal
HYD005999,3388932508,bombay chat,fast_food,Food,17.493556,78.4100632,2710765364,33.207,Normal
HYD006000,6372311276,chicken center,fast_food,Food,17.3757467,78.5409698,2241233024,19.209,Normal
HYD006001,3387346327,delhiwala chat bhandar,fast_food,Food,17.4705451,78.5664948,13261087063,15.276,Normal
HYD006002,6779912961,fast food,fast_food,Food,17.4915282,78.4079018,7690613132,34.517,Normal
HYD006003,13673338578,fast food centre,fast_food,Food,17.37027,78.54151,6372261747,29.662,Normal
HYD006004,11690776124,fresh juice point,fast_food,Food,17.3606145,78.5439246,6149599103,25.257,Normal
HYD006005,7244141585,hot chips,fast_food,Food,17.4870197,78.396094,350438453,15.73,Normal
HYD006006,10903301283,hot chips,fast_food,Food,17.3305743,78.5738239,1324667393,18.029,Normal
HYD006007,11690792920,hot chips,fast_food,Food,17.4734433,78.5506571,2232017839,13.764,Normal
HYD006008,3392141193,ks bakers,fast_food,Food,17.4777129,78.5629026,978107748,28.972,Normal
HYD006009,357457072,louis burger,fast_food,Food,17.35788988,78.54557306000001,13919608068,12.584,Normal
HYD006010,7246495620,"lucky chicken,mutton shop",fast_food,Food,17.5230776,78.4188283,7679973472,7.535,Normal
HYD006011,13437221837,mini fast food centre,fast_food,Food,17.5265072,78.6626224,7719355417,11.705,Normal
HYD006012,8386489959,mirchi point,fast_food,Food,17.5185669,78.3964794,1906537069,18.586,Normal
HYD006013,7165460276,ms bakers,fast_food,Food,17.4529966,78.4244866,1748013165,19.279,Normal
HYD006014,10903269863,pakodi,fast_food,Food,17.3294795,78.5798303,2725394143,17.88,Normal
HYD006015,10185204317,prem chapathi,fast_food,Food,17.491418,78.4003751,2787000595,13.101,Normal
HYD006016,7171334821,rayudu tiffen center,fast_food,Food,17.4545011,78.4233113,2822548482,13.118,Normal
HYD006017,4407801891,sai durga chicken pakodi,fast_food,Food,17.5167211,78.3816508,3547284488,2.529,Normal
HYD006018,10903143809,shiva ganga juice,fast_food,Food,17.330463,78.574843,1325260915,15.087,Normal
HYD006019,8332734825,sreezen the shawarma hub,fast_food,Food,17.500755,78.4290305,2028565827,20.728,Normal
HYD006020,10277927484,uni,fast_food,Food,17.4266594,78.5389931,3655200921,42.165,Normal
HYD006031,7113495285,Ameerpet,fitness_centre,Recreation & Sports,17.4387163,78.4481285,3598259237,17.062,Normal
HYD006032,13285248841,Austin Fitness,fitness_centre,Recreation & Sports,17.4485266,78.3591506,1692848886,18.117,Normal
HYD006033,12290589154,Bodhi yoga,fitness_centre,Recreation & Sports,17.4611024,78.3665027,1215742595,7.994,Normal
HYD006034,9660169617,CBIT Sports Block,fitness_centre,Recreation & Sports,17.39171,78.3181669,4204415431,25.315,Normal
HYD006035,10262083194,Chikky Gym,fitness_centre,Recreation & Sports,17.4507633,78.528267,1400994924,14.988,Normal
HYD006036,9131094944,ClubFit Studio SC,fitness_centre,Recreation & Sports,17.4560125,78.5053537,3598265429,40.587,Normal
HYD006037,559183200,Crag Studio( Rock Climbing Gym ),fitness_centre,Recreation & Sports,17.435012060000002,78.35974902000001,5915724038,28.294,Normal
HYD006038,11084918125,Crestal Gym,fitness_centre,Recreation & Sports,17.4508957,78.4244342,6353976391,22.79,Normal
HYD006039,8065496824,Cross X Fitness,fitness_centre,Recreation & Sports,17.5268979,78.3943103,3614496933,16.486,Normal
HYD006040,11358156635,Cult,fitness_centre,Recreation & Sports,17.4979986,78.390141,6690138091,29.132,Normal
HYD006041,13917782900,Cult Fit Botanical Garden,fitness_centre,Recreation & Sports,17.4647729,78.3450875,317761067,23.743,Normal
HYD006042,11015885743,Cult Fitness Centre,fitness_centre,Recreation & Sports,17.4255733,78.4569252,2477255911,11.114,Normal
HYD006043,13437146167,Cult Gym,fitness_centre,Recreation & Sports,17.5010283,78.4291274,3602325030,19.766,Normal
HYD006044,7244480680,Dangal Fitness/gym,fitness_centre,Recreation & Sports,17.3944324,78.4379216,12201373354,30.068,Normal
HYD006045,11209446995,Dream Fitness GYM,fitness_centre,Recreation & Sports,17.5028621,78.5471819,2794316472,16.456,Normal
HYD006046,5942781131,Fit Dock,fitness_centre,Recreation & Sports,17.4465226,78.3842658,12215761669,24.886,Normal
HYD006047,7025820843,Fit Republic,fitness_centre,Recreation & Sports,17.4366632,78.3957183,352765902,23.381,Normal
HYD006048,7174059838,FitLifez,fitness_centre,Recreation & Sports,17.4626522,78.4910292,7702786446,9.828,Normal
HYD006049,6029139573,Fitness 9,fitness_centre,Recreation & Sports,17.3620883,78.5260307,312810284,43.515,Normal
HYD006050,10166513759,Fitness R Zone,fitness_centre,Recreation & Sports,17.4641953,78.4842857,315072794,6.98,Normal
HYD006051,8386185609,Fitness9,fitness_centre,Recreation & Sports,17.3662584,78.526909,11987126230,19.964,Normal
HYD006052,8193147570,Flex Gym,fitness_centre,Recreation & Sports,17.5214481,78.3965439,2237525011,32.897,Normal
HYD006053,8110741753,GK fitness,fitness_centre,Recreation & Sports,17.3777749,78.4603372,2852234220,7.698,Normal
HYD006054,7244260610,Go Fitness,fitness_centre,Recreation & Sports,17.4949226,78.3560679,11032224299,16.752,Normal
HYD006055,7243974346,Go fitness,fitness_centre,Recreation & Sports,17.4977223,78.3620251,13274254104,24.699,Normal
HYD006056,5682130471,Gold's Gym,fitness_centre,Recreation & Sports,17.4454834,78.3851992,12872480603,20.48,Normal
HYD006057,6934773303,Grace Fitness Gym,fitness_centre,Recreation & Sports,17.5184798,78.396515,1906537069,27.809,Normal
HYD006058,10806838126,Gym,fitness_centre,Recreation & Sports,17.5014301,78.5900236,2795779519,19.936,Normal
HYD006059,11361133411,Gym (fitness Centre),fitness_centre,Recreation & Sports,17.4932076,78.3842693,2249765105,8.181,Normal
HYD006060,8110775263,Hanuman vhayamsala,fitness_centre,Recreation & Sports,17.4540782,78.447557,2785785341,14.98,Normal
HYD006061,7244480663,Hilton Gym Obesity clinic,fitness_centre,Recreation & Sports,17.3947357,78.4360881,11096709854,11.353,Normal
HYD006062,13437146166,Hot Blood Gym,fitness_centre,Recreation & Sports,17.501936,78.426079,2028554629,12.617,Normal
HYD006063,1883404657,Hyderabad Gymkhana,fitness_centre,Recreation & Sports,17.4254119,78.420637,11039323495,17.204,Normal
HYD006064,6308214124,Iconic fitness club,fitness_centre,Recreation & Sports,17.3621856,78.3935304,2188391608,30.613,Normal
HYD006065,13285248839,Iron Kingdom Gym,fitness_centre,Recreation & Sports,17.4484894,78.3580517,1692848860,12.828,Normal
HYD006066,8065686027,Jaguar Gym,fitness_centre,Recreation & Sports,17.5225696,78.3966438,1706620123,34.289,Normal
HYD006067,13965391464,K5 Fitness Point,fitness_centre,Recreation & Sports,17.4258846,78.328978,11064859728,26.459,Normal
HYD006068,10806671070,KK GYm,fitness_centre,Recreation & Sports,17.4996899,78.5931556,2795744114,23.904,Normal
HYD006069,1161963688,KK Gym,fitness_centre,Recreation & Sports,17.4997272,78.59315006,2795744114,24.433,Normal
HYD006070,6191414044,Krish's Fitness,fitness_centre,Recreation & Sports,17.4431239,78.3872849,352765249,11.367,Normal
HYD006071,8233184800,LIV IT,fitness_centre,Recreation & Sports,17.4074687,78.5564944,310445677,18.445,Normal
HYD006072,8386537927,Leaf Home Yoga Classes,fitness_centre,Recreation & Sports,17.5196137,78.3960139,1906537091,26.892,Normal
HYD006073,8389341313,Lion's gym,fitness_centre,Recreation & Sports,17.4099936,78.5731373,2649444317,9.158,Normal
HYD006074,8909248528,M7 Fitness Studio,fitness_centre,Recreation & Sports,17.4437688,78.432683,13386171158,20.096,Normal
HYD006075,5569790346,Michaels Fitness Center,fitness_centre,Recreation & Sports,17.4899503,78.5386446,1001548816,44.483,Normal
HYD006076,11484298990,Muscle Tech Fitness,fitness_centre,Recreation & Sports,17.5093663,78.2987017,11520864554,39.191,Normal
HYD006077,6369656809,NEW F2 GYM,fitness_centre,Recreation & Sports,17.4654973,78.4831055,7694255727,15.107,Normal
HYD006078,7243974345,Naren Fitness,fitness_centre,Recreation & Sports,17.497158,78.3619488,13274254103,19.696,Normal
HYD006079,8113828146,Nihar gym,fitness_centre,Recreation & Sports,17.4013751,78.383753,2795871150,14.244,Normal
HYD006080,5892276131,Old School,fitness_centre,Recreation & Sports,17.4649494,78.5033709,13397597124,34.811,Normal
HYD006081,7244140148,Olympus Gym,fitness_centre,Recreation & Sports,17.5309205,78.2628262,7246495321,16.02,Normal
HYD006082,7244480282,Perfect Gym,fitness_centre,Recreation & Sports,17.5292885,78.2633946,11539591896,4.597,Normal
HYD006083,11690818700,Perfect fitness centre,fitness_centre,Recreation & Sports,17.4737311,78.5509872,4021573411,12.158,Normal
HYD006084,7025820749,Potens Fitness,fitness_centre,Recreation & Sports,17.4356539,78.3880758,11504999440,22.17,Normal
HYD006085,6615554124,Prakritik Yodha,fitness_centre,Recreation & Sports,17.3278573,78.5818212,11842876148,22.116,Normal
HYD006086,8386159767,Qube Gym and fitness centre,fitness_centre,Recreation & Sports,17.3859995,78.5285719,2234830623,16.296,Normal
HYD006087,9924565988,Railway gym,fitness_centre,Recreation & Sports,17.4462381,78.5451112,2231827184,16.81,Normal
HYD006088,11015866945,SD fitness Center,fitness_centre,Recreation & Sports,17.4255268,78.4568063,2477255911,14.57,Normal
HYD006089,357337057,SIM Lion Fitness,fitness_centre,Recreation & Sports,17.40989654,78.5739786,4203779928,20.369,Normal
HYD006090,357654293,Shahaja Yoga Mandir,fitness_centre,Recreation & Sports,17.41168754,78.59898588000001,3598400715,25.081,Normal
HYD006091,6575821850,Shakthi Gold Gym,fitness_centre,Recreation & Sports,17.4179636,78.5661598,6570831610,10.832,Normal
HYD006092,6575273089,Simlion Fitness,fitness_centre,Recreation & Sports,17.4137976,78.5855508,7716299096,20.263,Normal
HYD006093,11084918126,Sliver Gym,fitness_centre,Recreation & Sports,17.4497032,78.4226547,1284171636,16.122,Normal
HYD006094,7021303657,Sri Sai fitness world,fitness_centre,Recreation & Sports,17.4462898,78.3885131,3602305303,23.102,Normal
HYD006095,4729069195,Target Fitness,fitness_centre,Recreation & Sports,17.4426522,78.3556084,4729118789,16.089,Normal
HYD006096,12368227663,The Gym 365 Hyderabad,fitness_centre,Recreation & Sports,17.4829122,78.4145632,12049272669,8.151,Normal
HYD006097,7244140149,Tough Gym,fitness_centre,Recreation & Sports,17.5262632,78.2709169,2852272952,22.976,Normal
HYD006098,6390378846,Universal Gym,fitness_centre,Recreation & Sports,17.3700146,78.5224716,312810381,15.583,Normal
HYD006099,6864339528,Urban County Community Gym,fitness_centre,Recreation & Sports,17.4430817,78.3589611,13350746387,16.154,Normal
HYD006100,8756925124,V2 Fitness Zone,fitness_centre,Recreation & Sports,17.4847757,78.5475295,9920759838,38.255,Normal
HYD006101,945921774,V2 Fitness Zone,fitness_centre,Recreation & Sports,17.484761916666667,78.54752355000001,9920759839,37.388,Normal
HYD006102,6772788268,Vasavi Gods Power Gym,fitness_centre,Recreation & Sports,17.422602,78.5124898,2234500540,26.668,Normal
HYD006103,6776351521,Yogi Fitness Club,fitness_centre,Recreation & Sports,17.422265,78.5167513,11068162950,16.749,Normal
HYD006104,6983255273,celebrity,fitness_centre,Recreation & Sports,17.3694601,78.4287113,11482652073,15.695,Normal
HYD006105,6261444485,cult.fit,fitness_centre,Recreation & Sports,17.4382015,78.3982341,7045823162,16.872,Normal
HYD006106,7113998286,cult.fit,fitness_centre,Recreation & Sports,17.4266717,78.4149677,1948637930,28.585,Normal
HYD006107,7243974347,cult.fit,fitness_centre,Recreation & Sports,17.4959738,78.3372657,11038608275,28.098,Normal
HYD006108,13208170227,cult.fit,fitness_centre,Recreation & Sports,17.4560802,78.4348133,13995162053,27.974,Normal
HYD006109,13970066466,cult.fit,fitness_centre,Recreation & Sports,17.4348568,78.3688255,7492349753,21.551,Normal
HYD006110,7243974344,cultfit bodyline gym,fitness_centre,Recreation & Sports,17.4952507,78.3583606,2231949548,19.702,Normal
HYD006111,7244226227,fit&run,fitness_centre,Recreation & Sports,17.4935119,78.6055739,7010922840,17.39,Normal
HYD006112,10903300294,hunt,fitness_centre,Recreation & Sports,17.3294779,78.5797019,2803084434,21.134,Normal
HYD006113,7244174331,"sakhi beauty parlour, gym and yoga",fitness_centre,Recreation & Sports,17.4105267,78.5069324,2234832805,35.358,Normal
HYD006114,357612254,salus gym,fitness_centre,Recreation & Sports,17.360685359999998,78.54565319999999,3612551634,18.46,Normal
HYD006115,13673796754,unisex gym,fitness_centre,Recreation & Sports,17.5018873,78.4252948,13673312906,11.571,Normal
HYD006116,10902985403,v fitness gym,fitness_centre,Recreation & Sports,17.3305811,78.5768589,2803084462,20.041,Normal
HYD006117,7002815272,velocity fitness zone,fitness_centre,Recreation & Sports,17.4061774,78.4011287,2795951785,20.415,Normal
HYD006118,13436972419,yash Body Grow Gym,fitness_centre,Recreation & Sports,17.5114813,78.4241846,2852309100,11.524,Normal
HYD006119,357456733,z fitness world,fitness_centre,Recreation & Sports,17.357896320000002,78.54578167999999,1596288363,10.214,Normal
HYD006120,5571207488,Carnival Club Fitness Center,fitness_station,Recreation & Sports,17.5017337,78.5528804,5485923431,39.147,Normal
HYD006121,6478359211,Fitness Studio,fitness_station,Recreation & Sports,17.4175699,78.4107918,2583759021,25.05,Normal
HYD006122,5405056430,Gym,fitness_station,Recreation & Sports,17.4431052,78.3547759,13347810927,29.073,Normal
HYD006151,7025820778,Champs Fleur - Long Lasting Flowers (delivery in hyderabad),florist,Shopping,17.4465019,78.3978978,12675424357,53.862,Normal
HYD006152,8386154012,Decent flowers merchant,florist,Shopping,17.4074387,78.4950043,315061311,17.403,Normal
HYD006153,6195716885,Famous Flowers,florist,Shopping,17.3942403,78.4627407,11849513893,11.132,Normal
HYD006154,4614309650,Florance Flora,florist,Shopping,17.4401314,78.4824366,12030591121,15.544,Normal
HYD006155,6661977885,Flower Street Market,florist,Shopping,17.3831246,78.4779558,3612561658,9.542,Normal
HYD006156,5405056037,G. G. Florist,florist,Shopping,17.4343235,78.3684087,1304487242,20.402,Normal
HYD006157,8583928317,Om Sai Flower Decorations,florist,Shopping,17.5119896,78.555934,2794350597,13.045,Normal
HYD006158,817354604,Orchids,florist,Shopping,17.4422666,78.5044144,6884627356,11.718,Normal
HYD006159,7246812286,Spring blossom florist,florist,Shopping,17.395019,78.4340717,3170034755,18.093,Normal
